,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.017877769470214844,0.0033808234020378373,0.002147340774536133,8.051188906550721e-05,0.1,{'C': 0.1},0.7692307692307693,0.7076923076923077,0.6615384615384615,0.609375,0.671875,0.6839423076923077,0.05300192408866487,6
1,0.06286306381225586,0.010041975048257946,0.0022264957427978516,0.00011948720960315928,0.5,{'C': 0.5},0.7692307692307693,0.7076923076923077,0.6615384615384615,0.640625,0.6875,0.6933173076923077,0.044248637695072875,4
2,0.16874895095825196,0.0667683631759061,0.002290773391723633,0.00015017004998415793,1,{'C': 1},0.7692307692307693,0.7076923076923077,0.6615384615384615,0.640625,0.6875,0.6933173076923077,0.044248637695072875,4
3,1.3266900062561036,0.630593573484744,0.0022621631622314455,7.506746685678396e-05,10,{'C': 10},0.7384615384615385,0.7076923076923077,0.6461538461538462,0.625,0.6875,0.6809615384615385,0.04100440155331575,7
4,3.5748077392578126,1.032760544122623,0.0022653579711914063,8.236298789222176e-05,50,{'C': 50},0.7692307692307693,0.7076923076923077,0.6615384615384615,0.625,0.734375,0.6995673076923077,0.05125829778402691,2
5,7.70702977180481,1.7238754245560912,0.0022189140319824217,5.2035017384715635e-05,100,{'C': 100},0.7846153846153846,0.7230769230769231,0.6461538461538462,0.65625,0.765625,0.7151442307692307,0.0559744235760812,1
6,11.285130405426026,4.321812426236732,0.0020683765411376952,5.8812716993016864e-05,1000,{'C': 1000},0.7230769230769231,0.7076923076923077,0.6307692307692307,0.65625,0.75,0.6935576923076923,0.04379762834356114,3
