,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_coef0,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,precision_score,recall_score
22,0.005850553512573242,3.82124815171226e-05,0.002757406234741211,7.719912596307733e-05,0.1,balanced,6.0,0.01,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 6.0, 'gamma': 0.01}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,421,0.42857142857142855,1.0
23,0.005885028839111328,0.0001246681243435653,0.0027718544006347656,6.346682871638205e-05,0.1,balanced,6.0,0.001,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 6.0, 'gamma': 0.001}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,421,0.42857142857142855,1.0
24,0.005818510055541992,4.3891973294851334e-05,0.002743101119995117,7.509460111458282e-05,0.1,balanced,6.0,0.0001,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 6.0, 'gamma': 0.0001}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,421,0.42857142857142855,1.0
25,0.005939292907714844,8.635814510096754e-05,0.002683687210083008,8.337009201268542e-05,0.1,balanced,7.5,1,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 7.5, 'gamma': 1}",1.0,0.5,0.3333333333333333,0.3888888888888889,1.0,0.6444444444444445,0.29522956123525385,92,0.42857142857142855,1.0
26,0.005959320068359375,2.5763948953303822e-05,0.0027883052825927734,9.229379978018508e-05,0.1,balanced,7.5,0.1,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 7.5, 'gamma': 0.1}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,421,0.42857142857142855,1.0
27,0.006088113784790039,0.00026186933833157827,0.002863454818725586,5.3198531544149206e-05,0.1,balanced,7.5,0.01,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 7.5, 'gamma': 0.01}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,421,0.42857142857142855,1.0
28,0.005868721008300781,0.0001536563923716301,0.0028093338012695314,3.6417811664621555e-05,0.1,balanced,7.5,0.001,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 7.5, 'gamma': 0.001}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,421,0.42857142857142855,1.0
29,0.005839014053344726,7.489996219379147e-05,0.002792835235595703,0.0001025801858934754,0.1,balanced,7.5,0.0001,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 7.5, 'gamma': 0.0001}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,421,0.42857142857142855,1.0
30,0.005857086181640625,0.0002352946953800145,0.002763652801513672,4.840063928446196e-05,0.1,balanced,9.0,1,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 9.0, 'gamma': 1}",1.0,0.3888888888888889,0.16666666666666666,0.5,0.9444444444444444,0.6,0.3227964232518656,130,0.42857142857142855,1.0
31,0.005881214141845703,0.00011487487135281001,0.0027770042419433595,0.0001244229426517417,0.1,balanced,9.0,0.1,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 9.0, 'gamma': 0.1}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,421,0.42857142857142855,1.0
32,0.0061816215515136715,0.00021920238911416756,0.0028083324432373047,3.542133083981034e-05,0.1,balanced,9.0,0.01,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 9.0, 'gamma': 0.01}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,421,0.42857142857142855,1.0
33,0.006082010269165039,0.0002895520526580052,0.0029463768005371094,0.0001380233139180065,0.1,balanced,9.0,0.001,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 9.0, 'gamma': 0.001}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,421,0.42857142857142855,1.0
34,0.005949831008911133,0.00026090878788573264,0.0028107166290283203,5.761941271814867e-05,0.1,balanced,9.0,0.0001,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 9.0, 'gamma': 0.0001}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,421,0.42857142857142855,1.0
35,0.006210184097290039,0.0004213228166118069,0.0028183460235595703,0.00011292416062112402,0.1,balanced,10.5,1,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 10.5, 'gamma': 1}",1.0,0.9444444444444444,0.16666666666666666,0.0,1.0,0.6222222222222222,0.44361032839282505,101,0.42857142857142855,1.0
36,0.0059147834777832035,0.00011513999169740515,0.0028639793395996093,0.00010551939806169665,0.1,balanced,10.5,0.1,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 10.5, 'gamma': 0.1}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,421,0.42857142857142855,1.0
37,0.005914545059204102,0.0003608382641226362,0.0027606964111328127,0.00011447373555434806,0.1,balanced,10.5,0.01,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 10.5, 'gamma': 0.01}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,421,0.42857142857142855,1.0
38,0.005740451812744141,6.0367923211325625e-05,0.002701282501220703,0.00010532220001980228,0.1,balanced,10.5,0.001,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 10.5, 'gamma': 0.001}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,421,0.42857142857142855,1.0
39,0.005631637573242187,0.00011536990051287569,0.0026376724243164064,6.005922541053572e-05,0.1,balanced,10.5,0.0001,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 10.5, 'gamma': 0.0001}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,421,0.42857142857142855,1.0
40,0.0057084083557128905,0.00016791341007821978,0.002605295181274414,0.00010881363352841711,0.1,balanced,12.0,1,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 12.0, 'gamma': 1}",1.0,0.0,0.05555555555555555,0.0,0.0,0.2111111111111111,0.3950308629918039,412,0.42857142857142855,1.0
41,0.005683994293212891,0.00029675712965211986,0.0027720451354980467,0.00014480763352434504,0.1,balanced,12.0,0.1,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 12.0, 'gamma': 0.1}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,421,0.42857142857142855,1.0
42,0.005765199661254883,0.000135450209059074,0.0027012348175048826,0.00011246216254180529,0.1,balanced,12.0,0.01,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 12.0, 'gamma': 0.01}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,421,0.42857142857142855,1.0
43,0.005823802947998047,0.0001859300161927564,0.002611255645751953,0.00014678807490830188,0.1,balanced,12.0,0.001,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 12.0, 'gamma': 0.001}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,421,0.42857142857142855,1.0
44,0.005720376968383789,0.00017960905677054555,0.0027068614959716796,8.81133397326433e-05,0.1,balanced,12.0,0.0001,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 12.0, 'gamma': 0.0001}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,421,0.42857142857142855,1.0
45,0.005946111679077148,0.00012467494528747532,0.0027758598327636717,0.00016441773920156637,0.1,balanced,13.5,1,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 13.5, 'gamma': 1}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,421,0.42857142857142855,1.0
46,0.005783700942993164,9.46873736337656e-05,0.002824687957763672,0.00010897211645916097,0.1,balanced,13.5,0.1,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 13.5, 'gamma': 0.1}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,421,0.42857142857142855,1.0
47,0.005777788162231445,9.304233043190515e-05,0.0027785301208496094,0.0001817930018278238,0.1,balanced,13.5,0.01,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 13.5, 'gamma': 0.01}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,421,0.42857142857142855,1.0
48,0.005780410766601562,6.098715563610502e-05,0.002762126922607422,0.0001106661280636977,0.1,balanced,13.5,0.001,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 13.5, 'gamma': 0.001}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,421,0.42857142857142855,1.0
49,0.005728387832641601,0.000178557631866546,0.0026473522186279295,9.489795042884042e-05,0.1,balanced,13.5,0.0001,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 13.5, 'gamma': 0.0001}",1.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,421,0.42857142857142855,1.0
50,0.004610395431518555,0.0002452455881208676,0.0026114940643310546,0.00021008260098702775,0.1,,0.0,1,"{'C': 0.1, 'class_weight': None, 'coef0': 0.0, 'gamma': 1}",0.35294117647058826,0.1111111111111111,0.16666666666666666,0.2777777777777778,0.3333333333333333,0.24836601307189543,0.09437600704701733,400,0.42857142857142855,1.0
51,0.004150867462158203,0.0002231628976100164,0.002443075180053711,0.00011864500004040568,0.1,,0.0,0.1,"{'C': 0.1, 'class_weight': None, 'coef0': 0.0, 'gamma': 0.1}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
52,0.003903484344482422,0.0001262179581110316,0.002318859100341797,0.0001022971859373558,0.1,,0.0,0.01,"{'C': 0.1, 'class_weight': None, 'coef0': 0.0, 'gamma': 0.01}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
53,0.0037320137023925783,0.0002002623760276089,0.0022686481475830077,0.00015306648063250205,0.1,,0.0,0.001,"{'C': 0.1, 'class_weight': None, 'coef0': 0.0, 'gamma': 0.001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
54,0.0037200450897216797,0.00014736320451443104,0.0022960662841796874,5.798849597909942e-05,0.1,,0.0,0.0001,"{'C': 0.1, 'class_weight': None, 'coef0': 0.0, 'gamma': 0.0001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
55,0.00442037582397461,0.0002856858162638195,0.0025263309478759767,0.00010495329920444153,0.1,,1.5,1,"{'C': 0.1, 'class_weight': None, 'coef0': 1.5, 'gamma': 1}",0.17647058823529413,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.21307189542483657,0.07261670280957463,411,0.42857142857142855,1.0
56,0.00468149185180664,0.00022572680355932524,0.0025456428527832033,9.872814043011164e-05,0.1,,1.5,0.1,"{'C': 0.1, 'class_weight': None, 'coef0': 1.5, 'gamma': 0.1}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
57,0.004497241973876953,9.631300882732353e-05,0.002458333969116211,0.00012480724155738043,0.1,,1.5,0.01,"{'C': 0.1, 'class_weight': None, 'coef0': 1.5, 'gamma': 0.01}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
58,0.004226589202880859,0.00014114392770297378,0.0023754119873046877,7.623378050317229e-05,0.1,,1.5,0.001,"{'C': 0.1, 'class_weight': None, 'coef0': 1.5, 'gamma': 0.001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
59,0.0040585994720458984,0.00015663138959560213,0.002436065673828125,0.0001394098162758864,0.1,,1.5,0.0001,"{'C': 0.1, 'class_weight': None, 'coef0': 1.5, 'gamma': 0.0001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
60,0.005487966537475586,0.0012079975903655756,0.002729940414428711,0.000582689532646021,0.1,,3.0,1,"{'C': 0.1, 'class_weight': None, 'coef0': 3.0, 'gamma': 1}",0.17647058823529413,0.16666666666666666,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.22418300653594772,0.11566226995149619,408,0.42857142857142855,1.0
61,0.0045740604400634766,0.00036570904532781635,0.0025070667266845702,0.00014101942807488022,0.1,,3.0,0.1,"{'C': 0.1, 'class_weight': None, 'coef0': 3.0, 'gamma': 0.1}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
62,0.004319381713867187,0.00015457964875380292,0.002467060089111328,7.051365614033948e-05,0.1,,3.0,0.01,"{'C': 0.1, 'class_weight': None, 'coef0': 3.0, 'gamma': 0.01}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
63,0.004232072830200195,0.00016995285744876614,0.002410221099853516,0.00010234678408027157,0.1,,3.0,0.001,"{'C': 0.1, 'class_weight': None, 'coef0': 3.0, 'gamma': 0.001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
64,0.004256534576416016,0.00010977340290122476,0.002336406707763672,9.7414528748278e-05,0.1,,3.0,0.0001,"{'C': 0.1, 'class_weight': None, 'coef0': 3.0, 'gamma': 0.0001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
65,0.004225778579711914,0.0003056531168179309,0.002327299118041992,4.333518550371359e-05,0.1,,4.5,1,"{'C': 0.1, 'class_weight': None, 'coef0': 4.5, 'gamma': 1}",0.29411764705882354,0.5555555555555556,0.3333333333333333,0.5,0.0,0.3366013071895425,0.1948107167086185,373,0.42857142857142855,1.0
66,0.004207038879394531,5.351795605099552e-05,0.0023305416107177734,4.3343684584374054e-05,0.1,,4.5,0.1,"{'C': 0.1, 'class_weight': None, 'coef0': 4.5, 'gamma': 0.1}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
67,0.004368209838867187,0.0005223451180949346,0.0024736881256103515,0.00015528644074905417,0.1,,4.5,0.01,"{'C': 0.1, 'class_weight': None, 'coef0': 4.5, 'gamma': 0.01}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
68,0.004366493225097657,9.298124066660528e-05,0.002488851547241211,0.000112359571100741,0.1,,4.5,0.001,"{'C': 0.1, 'class_weight': None, 'coef0': 4.5, 'gamma': 0.001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
69,0.004202795028686523,0.00011630755243693033,0.0023758411407470703,4.166148927803057e-05,0.1,,4.5,0.0001,"{'C': 0.1, 'class_weight': None, 'coef0': 4.5, 'gamma': 0.0001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
70,0.00406956672668457,0.0002529235715206046,0.0022991180419921877,6.572148142353743e-05,0.1,,6.0,1,"{'C': 0.1, 'class_weight': None, 'coef0': 6.0, 'gamma': 1}",0.29411764705882354,0.3888888888888889,0.2777777777777778,0.3333333333333333,0.0,0.25882352941176473,0.13495426356000148,398,0.42857142857142855,1.0
71,0.004235601425170899,4.1696294523160114e-05,0.0023412227630615233,4.15665271571375e-05,0.1,,6.0,0.1,"{'C': 0.1, 'class_weight': None, 'coef0': 6.0, 'gamma': 0.1}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
72,0.004188442230224609,0.000150625650451401,0.0023725032806396484,4.784889222864079e-05,0.1,,6.0,0.01,"{'C': 0.1, 'class_weight': None, 'coef0': 6.0, 'gamma': 0.01}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
73,0.00439763069152832,0.00014093099480709417,0.0025339603424072267,0.00013524680522992592,0.1,,6.0,0.001,"{'C': 0.1, 'class_weight': None, 'coef0': 6.0, 'gamma': 0.001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
74,0.004346036911010742,0.00013491539244647171,0.002426815032958984,0.00014687454519881498,0.1,,6.0,0.0001,"{'C': 0.1, 'class_weight': None, 'coef0': 6.0, 'gamma': 0.0001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
75,0.004347848892211914,0.00036909698431065877,0.0023537635803222655,6.901805664430315e-05,0.1,,7.5,1,"{'C': 0.1, 'class_weight': None, 'coef0': 7.5, 'gamma': 1}",0.11764705882352941,0.2222222222222222,0.16666666666666666,0.2777777777777778,0.0,0.1568627450980392,0.09500759349197921,585,0.42857142857142855,1.0
76,0.004231119155883789,0.00013892097201895464,0.002360677719116211,6.154129897510577e-05,0.1,,7.5,0.1,"{'C': 0.1, 'class_weight': None, 'coef0': 7.5, 'gamma': 0.1}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
77,0.004250907897949218,0.00012990943346929707,0.002361631393432617,2.7174112511542432e-05,0.1,,7.5,0.01,"{'C': 0.1, 'class_weight': None, 'coef0': 7.5, 'gamma': 0.01}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
78,0.004109859466552734,0.00013350886946513708,0.0024176597595214843,1.6971384065669737e-05,0.1,,7.5,0.001,"{'C': 0.1, 'class_weight': None, 'coef0': 7.5, 'gamma': 0.001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
79,0.0043240547180175785,0.000307760010948805,0.002491474151611328,0.00022394980887484482,0.1,,7.5,0.0001,"{'C': 0.1, 'class_weight': None, 'coef0': 7.5, 'gamma': 0.0001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
80,0.004694795608520508,0.00017813200300534297,0.0024509429931640625,0.0001392081146932673,0.1,,9.0,1,"{'C': 0.1, 'class_weight': None, 'coef0': 9.0, 'gamma': 1}",0.058823529411764705,0.0,0.16666666666666666,0.0,0.0,0.04509803921568627,0.0649135112048896,609,0.42857142857142855,1.0
81,0.004259490966796875,6.576941476695426e-05,0.002378702163696289,4.204178877528296e-05,0.1,,9.0,0.1,"{'C': 0.1, 'class_weight': None, 'coef0': 9.0, 'gamma': 0.1}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
82,0.004179477691650391,0.00012973861952087266,0.002430438995361328,6.202238348573225e-05,0.1,,9.0,0.01,"{'C': 0.1, 'class_weight': None, 'coef0': 9.0, 'gamma': 0.01}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
83,0.004242038726806641,3.9796224745385974e-05,0.0023638725280761717,7.494408824659408e-05,0.1,,9.0,0.001,"{'C': 0.1, 'class_weight': None, 'coef0': 9.0, 'gamma': 0.001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
84,0.004155874252319336,4.947286053290907e-05,0.002407693862915039,0.000102278024660908,0.1,,9.0,0.0001,"{'C': 0.1, 'class_weight': None, 'coef0': 9.0, 'gamma': 0.0001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
85,0.004828023910522461,0.00044326879173770277,0.002552175521850586,0.00012315565648144013,0.1,,10.5,1,"{'C': 0.1, 'class_weight': None, 'coef0': 10.5, 'gamma': 1}",0.058823529411764705,0.0,0.05555555555555555,0.0,0.0,0.02287581699346405,0.028036092273891786,616,0.42857142857142855,1.0
86,0.004151391983032227,0.00012756988390089745,0.002362346649169922,6.420902273273047e-05,0.1,,10.5,0.1,"{'C': 0.1, 'class_weight': None, 'coef0': 10.5, 'gamma': 0.1}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
87,0.004239320755004883,0.0001437446947931249,0.0024217605590820313,2.0581807495243656e-05,0.1,,10.5,0.01,"{'C': 0.1, 'class_weight': None, 'coef0': 10.5, 'gamma': 0.01}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
88,0.004175233840942383,0.0001172549649900193,0.002415752410888672,4.8961355195894264e-05,0.1,,10.5,0.001,"{'C': 0.1, 'class_weight': None, 'coef0': 10.5, 'gamma': 0.001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
89,0.004217910766601563,0.00011947948352961993,0.0023590564727783204,0.00010174107180342044,0.1,,10.5,0.0001,"{'C': 0.1, 'class_weight': None, 'coef0': 10.5, 'gamma': 0.0001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.42857142857142855,1.0
