,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,precision_score,recall_score
44,0.12261238098144531,0.04847106145313534,0.0028246402740478515,0.0002199711675743541,100,"{0: 0.9, 1: 1.4}","{'C': 100, 'class_weight': {0: 0.9, 1: 1.4}}",0.6842105263157895,0.5789473684210527,0.5789473684210527,0.47368421052631576,0.6842105263157895,0.6,0.07877173445839877,27,0.4117647058823529,0.5833333333333334
45,0.08252801895141601,0.009174430738728458,0.002977943420410156,0.0003318846430732853,100,"{0: 0.8, 1: 1.5}","{'C': 100, 'class_weight': {0: 0.8, 1: 1.5}}",0.6842105263157895,0.5789473684210527,0.7894736842105263,0.47368421052631576,0.7368421052631579,0.6526315789473685,0.11337189067651587,11,0.4117647058823529,0.5833333333333334
46,0.09566583633422851,0.03994312266003724,0.0029530048370361326,0.00026141774298975377,100,"{0: 1, 1: 0.6}","{'C': 100, 'class_weight': {0: 1, 1: 0.6}}",0.3684210526315789,0.3157894736842105,0.15789473684210525,0.10526315789473684,0.3684210526315789,0.2631578947368421,0.11040093138633174,49,0.4117647058823529,0.5833333333333334
47,0.10566926002502441,0.03995166818835971,0.002818584442138672,0.00013674189938890245,100,"{0: 1.0, 1: 1.5}","{'C': 100, 'class_weight': {0: 1.0, 1: 1.5}}",0.6842105263157895,0.5789473684210527,0.5789473684210527,0.47368421052631576,0.6842105263157895,0.6,0.07877173445839877,27,0.4117647058823529,0.5833333333333334
48,0.07763056755065918,0.026665245558436832,0.0026967525482177734,4.7592313903222284e-05,100,"{0: 1, 1: 1.3}","{'C': 100, 'class_weight': {0: 1, 1: 1.3}}",0.6842105263157895,0.5263157894736842,0.5263157894736842,0.47368421052631576,0.6842105263157895,0.5789473684210527,0.08806947647727113,34,0.4117647058823529,0.5833333333333334
49,0.723765230178833,0.21929975218596298,0.0027224063873291016,3.945625075251383e-05,1000,balanced,"{'C': 1000, 'class_weight': 'balanced'}",0.6842105263157895,0.6842105263157895,0.7368421052631579,0.5263157894736842,0.7368421052631579,0.6736842105263158,0.0773523076668372,3,0.4117647058823529,0.5833333333333334
50,0.7983135223388672,0.27755357486422183,0.0026837825775146485,2.7994686809655765e-05,1000,,"{'C': 1000, 'class_weight': None}",0.6842105263157895,0.47368421052631576,0.3684210526315789,0.3684210526315789,0.631578947368421,0.5052631578947369,0.13147364207154524,42,0.4117647058823529,0.5833333333333334
51,0.8860445499420166,0.3463140824624606,0.0027257442474365235,6.397025952407602e-05,1000,"{0: 0.9, 1: 1.4}","{'C': 1000, 'class_weight': {0: 0.9, 1: 1.4}}",0.6842105263157895,0.5789473684210527,0.5789473684210527,0.47368421052631576,0.7368421052631579,0.6105263157894737,0.0917662935482247,22,0.4117647058823529,0.5833333333333334
52,0.87789888381958,0.18472416291792798,0.002805137634277344,0.0001361468707385656,1000,"{0: 0.8, 1: 1.5}","{'C': 1000, 'class_weight': {0: 0.8, 1: 1.5}}",0.6842105263157895,0.5789473684210527,0.7894736842105263,0.47368421052631576,0.7368421052631579,0.6526315789473685,0.11337189067651587,11,0.4117647058823529,0.5833333333333334
53,1.0262625694274903,0.5614156633347515,0.003024721145629883,0.00018329173786228956,1000,"{0: 1, 1: 0.6}","{'C': 1000, 'class_weight': {0: 1, 1: 0.6}}",0.42105263157894735,0.3157894736842105,0.15789473684210525,0.10526315789473684,0.3684210526315789,0.27368421052631575,0.12185091476621289,48,0.4117647058823529,0.5833333333333334
54,1.4130165576934814,0.8684344147071278,0.0027716636657714845,0.00010973714916050128,1000,"{0: 1.0, 1: 1.5}","{'C': 1000, 'class_weight': {0: 1.0, 1: 1.5}}",0.6842105263157895,0.5789473684210527,0.5789473684210527,0.47368421052631576,0.6842105263157895,0.6,0.07877173445839877,27,0.4117647058823529,0.5833333333333334
55,0.9056531429290772,0.16498513807566656,0.0028046131134033202,0.0002292481907766904,1000,"{0: 1, 1: 1.3}","{'C': 1000, 'class_weight': {0: 1, 1: 1.3}}",0.6842105263157895,0.5263157894736842,0.5263157894736842,0.47368421052631576,0.6842105263157895,0.5789473684210527,0.08806947647727113,34,0.4117647058823529,0.5833333333333334
