,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_coef0,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,precision_score,recall_score
261,0.004636001586914062,0.00017905647359441716,0.002466249465942383,7.134532468909241e-05,1,,3.0,0.1,"{'C': 1, 'class_weight': None, 'coef0': 3.0, 'gamma': 0.1}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,0.42857142857142855,1.0
262,0.004593753814697265,0.00025839407429053315,0.0026600837707519533,0.00022776537033671588,1,,3.0,0.01,"{'C': 1, 'class_weight': None, 'coef0': 3.0, 'gamma': 0.01}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,0.42857142857142855,1.0
263,0.00466761589050293,0.0004358337170469347,0.0027771472930908205,0.00027817640948849296,1,,3.0,0.001,"{'C': 1, 'class_weight': None, 'coef0': 3.0, 'gamma': 0.001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,0.42857142857142855,1.0
264,0.005294656753540039,0.001519787143945249,0.003207826614379883,0.0013607234688533826,1,,3.0,0.0001,"{'C': 1, 'class_weight': None, 'coef0': 3.0, 'gamma': 0.0001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,0.42857142857142855,1.0
265,0.0043487071990966795,0.0005077008719441233,0.0023980140686035156,6.302445307805534e-05,1,,4.5,1,"{'C': 1, 'class_weight': None, 'coef0': 4.5, 'gamma': 1}",0.29411764705882354,0.5,0.3888888888888889,0.5,0.1111111111111111,0.3588235294117647,0.14581756473581714,200,0.42857142857142855,1.0
266,0.004588174819946289,0.00011258108138217141,0.0026020526885986326,0.0001963400609002427,1,,4.5,0.1,"{'C': 1, 'class_weight': None, 'coef0': 4.5, 'gamma': 0.1}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,0.42857142857142855,1.0
267,0.004774665832519532,0.000304205574136493,0.0033439159393310546,0.001294958467180808,1,,4.5,0.01,"{'C': 1, 'class_weight': None, 'coef0': 4.5, 'gamma': 0.01}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,0.42857142857142855,1.0
268,0.005118465423583985,0.0005897460709866808,0.0026732921600341798,0.000223375210346653,1,,4.5,0.001,"{'C': 1, 'class_weight': None, 'coef0': 4.5, 'gamma': 0.001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,0.42857142857142855,1.0
269,0.004404592514038086,8.081924233768342e-05,0.002541065216064453,0.00017817108311558207,1,,4.5,0.0001,"{'C': 1, 'class_weight': None, 'coef0': 4.5, 'gamma': 0.0001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,0.42857142857142855,1.0
270,0.004137849807739258,0.0004118652240139672,0.0026433467864990234,0.0003451070842960972,1,,6.0,1,"{'C': 1, 'class_weight': None, 'coef0': 6.0, 'gamma': 1}",0.29411764705882354,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.36993464052287583,0.1538157220400576,192,0.42857142857142855,1.0
271,0.004545927047729492,0.00023217372125861226,0.002562284469604492,0.00011825686500258081,1,,6.0,0.1,"{'C': 1, 'class_weight': None, 'coef0': 6.0, 'gamma': 0.1}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,0.42857142857142855,1.0
272,0.004612636566162109,0.0002663485086598097,0.002495479583740234,7.111693315966384e-05,1,,6.0,0.01,"{'C': 1, 'class_weight': None, 'coef0': 6.0, 'gamma': 0.01}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,0.42857142857142855,1.0
