,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
10,0.003918790817260742,0.00020368413873622155,0.0018381595611572266,0.00012541827099540702,1,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.6538461538461539,0.6923076923076923,0.6923076923076923,0.6666666666666666,0.6666666666666666,0.6743589743589743,0.015384615384615382,17
11,0.0039103031158447266,0.0001624321125497962,0.0018645286560058593,0.00014210072136053032,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.7115384615384616,0.6538461538461539,0.6538461538461539,0.6862745098039216,0.6862745098039216,0.6783559577677225,0.022036090695686385,16
12,0.003772258758544922,0.00029722209063342756,0.001988077163696289,0.00016534816463835002,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.75,0.5961538461538461,0.6538461538461539,0.7058823529411765,0.6862745098039216,0.6784313725490196,0.051596829146921895,15
13,0.0038794994354248045,0.00024979379301533054,0.001866626739501953,0.0001129654702447859,1,0.001,rbf,"{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}",0.7884615384615384,0.6730769230769231,0.6346153846153846,0.6470588235294118,0.6862745098039216,0.6858974358974359,0.054446651803137,11
14,0.003737068176269531,0.0001872414265876241,0.0018757820129394532,0.00012430940771972391,1,0.0001,rbf,"{'C': 1, 'gamma': 0.0001, 'kernel': 'rbf'}",0.6923076923076923,0.6923076923076923,0.6730769230769231,0.6862745098039216,0.6862745098039216,0.6860482654600302,0.007024513437221705,7
15,0.004073715209960938,0.00018576033487088738,0.0018312454223632813,0.00011713622956599037,10,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.6730769230769231,0.6923076923076923,0.6730769230769231,0.6666666666666666,0.6470588235294118,0.6704374057315233,0.014512202571858012,20
16,0.004027366638183594,0.0002157303738995733,0.0016720294952392578,9.129744441095167e-05,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.6923076923076923,0.6346153846153846,0.6346153846153846,0.6862745098039216,0.6666666666666666,0.6628959276018099,0.024598401188713138,25
17,0.0036139488220214844,0.00022367602125399053,0.0017061233520507812,8.610562160210776e-05,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.7307692307692307,0.6730769230769231,0.6538461538461539,0.7647058823529411,0.6862745098039216,0.701734539969834,0.04040290161755596,4
18,0.0039142131805419925,0.0002451235942922287,0.0018537521362304687,0.0001647205924693953,10,0.001,rbf,"{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}",0.75,0.6730769230769231,0.6538461538461539,0.6862745098039216,0.6862745098039216,0.689894419306184,0.03231468379002949,5
19,0.004198884963989258,0.00048064214832857917,0.0020042896270751954,0.00033732522214921805,10,0.0001,rbf,"{'C': 10, 'gamma': 0.0001, 'kernel': 'rbf'}",0.7884615384615384,0.6730769230769231,0.6346153846153846,0.6274509803921569,0.6862745098039216,0.6819758672699849,0.05771108439601199,14
20,0.004081344604492188,0.00022091514058469568,0.001841115951538086,9.803189824405777e-05,50,1,rbf,"{'C': 50, 'gamma': 1, 'kernel': 'rbf'}",0.6730769230769231,0.6923076923076923,0.6730769230769231,0.6666666666666666,0.6470588235294118,0.6704374057315233,0.014512202571858012,20
21,0.005182313919067383,0.00020859445185467338,0.0016778469085693359,0.0001321913182482102,50,0.1,rbf,"{'C': 50, 'gamma': 0.1, 'kernel': 'rbf'}",0.7307692307692307,0.5961538461538461,0.6346153846153846,0.6666666666666666,0.6078431372549019,0.6472096530920061,0.04832351806017753,29
22,0.004036855697631836,0.00018749000580810758,0.0019185066223144532,0.0003997278543132872,50,0.01,rbf,"{'C': 50, 'gamma': 0.01, 'kernel': 'rbf'}",0.7115384615384616,0.5769230769230769,0.6153846153846154,0.7254901960784313,0.6470588235294118,0.6552790346907994,0.05638000172692458,26
23,0.0036585330963134766,0.00019622732608411792,0.0017416000366210938,0.00013009271262915962,50,0.001,rbf,"{'C': 50, 'gamma': 0.001, 'kernel': 'rbf'}",0.75,0.6730769230769231,0.6730769230769231,0.7843137254901961,0.7058823529411765,0.7172699849170437,0.043822023296506835,1
24,0.0037676811218261717,0.00012553623680842144,0.0019052505493164062,0.00013341631010594374,50,0.0001,rbf,"{'C': 50, 'gamma': 0.0001, 'kernel': 'rbf'}",0.8076923076923077,0.6153846153846154,0.6538461538461539,0.6470588235294118,0.6470588235294118,0.6742081447963801,0.06806909918965358,18
25,0.004095220565795898,0.00022441486625863601,0.0019462108612060547,0.0001859655747024229,100,1,rbf,"{'C': 100, 'gamma': 1, 'kernel': 'rbf'}",0.6730769230769231,0.6923076923076923,0.6730769230769231,0.6666666666666666,0.6470588235294118,0.6704374057315233,0.014512202571858012,20
26,0.006032276153564453,0.0003014274490896524,0.0017384052276611327,0.0002075634192941912,100,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.6923076923076923,0.5961538461538461,0.6153846153846154,0.6862745098039216,0.6470588235294118,0.6474358974358974,0.03789245686214288,28
27,0.0046346187591552734,0.00010923994825669257,0.0018526554107666016,0.00012700820651231838,100,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.6923076923076923,0.5192307692307693,0.5961538461538461,0.7254901960784313,0.6470588235294118,0.6360482654600302,0.07283420428346091,31
28,0.003603839874267578,0.00016385207179310648,0.0017171382904052734,9.114083376793639e-05,100,0.001,rbf,"{'C': 100, 'gamma': 0.001, 'kernel': 'rbf'}",0.75,0.6346153846153846,0.6730769230769231,0.7843137254901961,0.7058823529411765,0.709577677224736,0.05326302071241278,3
29,0.0034830570220947266,0.0001484670607152765,0.0017316341400146484,5.7423747074842414e-05,100,0.0001,rbf,"{'C': 100, 'gamma': 0.0001, 'kernel': 'rbf'}",0.75,0.6730769230769231,0.6538461538461539,0.6862745098039216,0.6666666666666666,0.685972850678733,0.03367706990706576,10
30,0.004218912124633789,0.00010075633468097695,0.0017943382263183594,9.421933027902223e-05,1000,1,rbf,"{'C': 1000, 'gamma': 1, 'kernel': 'rbf'}",0.6730769230769231,0.6923076923076923,0.6730769230769231,0.6666666666666666,0.6470588235294118,0.6704374057315233,0.014512202571858012,20
31,0.006780576705932617,0.0011786187132721393,0.0017020225524902344,0.00013040841590028203,1000,0.1,rbf,"{'C': 1000, 'gamma': 0.1, 'kernel': 'rbf'}",0.6730769230769231,0.6153846153846154,0.6538461538461539,0.6862745098039216,0.6862745098039216,0.6629713423831072,0.026593095484009246,24
32,0.011170005798339844,0.0005341104200349594,0.0018613338470458984,0.00012190507717561058,1000,0.01,rbf,"{'C': 1000, 'gamma': 0.01, 'kernel': 'rbf'}",0.7115384615384616,0.5769230769230769,0.6346153846153846,0.6862745098039216,0.6666666666666666,0.6552036199095022,0.046523402420552896,27
33,0.004723024368286133,0.0002668480346352938,0.0018401622772216796,0.00016005480849845525,1000,0.001,rbf,"{'C': 1000, 'gamma': 0.001, 'kernel': 'rbf'}",0.7307692307692307,0.6153846153846154,0.6346153846153846,0.7843137254901961,0.6666666666666666,0.6863499245852187,0.06272152649248085,6
34,0.0037152767181396484,0.00022042222506326076,0.0017490386962890625,0.00014061951241096932,1000,0.0001,rbf,"{'C': 1000, 'gamma': 0.0001, 'kernel': 'rbf'}",0.75,0.6538461538461539,0.6730769230769231,0.7843137254901961,0.7058823529411765,0.7134238310708898,0.04816106262295418,2
