,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
22,0.006721925735473633,0.0007039893289160829,0.003481626510620117,0.000990671777785526,50,0.01,"{'C': 50, 'gamma': 0.01}",0.581081081081081,0.5945945945945946,0.581081081081081,0.6216216216216216,0.5753424657534246,0.5907441688263606,0.01668655660592132,32
23,0.008543300628662109,0.001045753466521932,0.0024058341979980467,0.00016979684450478254,50,0.001,"{'C': 50, 'gamma': 0.001}",0.7432432432432432,0.6621621621621622,0.5945945945945946,0.6486486486486487,0.5753424657534246,0.6447982228804147,0.05891054352381895,29
24,0.005467510223388672,0.00029425360243128,0.0024303913116455076,0.0004130699526746005,50,0.0001,"{'C': 50, 'gamma': 0.0001}",0.7162162162162162,0.7567567567567568,0.6486486486486487,0.6486486486486487,0.6986301369863014,0.6937800814513144,0.04139240816394107,1
25,0.00862436294555664,0.00042933045551330704,0.0033172607421875,0.00013403286066927876,100,1,"{'C': 100, 'gamma': 1}",0.6621621621621622,0.6621621621621622,0.6621621621621622,0.6486486486486487,0.6575342465753424,0.6585338763420955,0.005257572827801004,10
26,0.006416988372802734,0.00020015653074311818,0.0027591705322265623,0.00018128263861449042,100,0.1,"{'C': 100, 'gamma': 0.1}",0.6621621621621622,0.6621621621621622,0.6621621621621622,0.6486486486486487,0.6575342465753424,0.6585338763420955,0.005257572827801004,10
27,0.006318569183349609,0.000545073784029306,0.002502632141113281,0.00013996396344135228,100,0.01,"{'C': 100, 'gamma': 0.01}",0.581081081081081,0.5945945945945946,0.581081081081081,0.6216216216216216,0.5753424657534246,0.5907441688263606,0.01668655660592132,32
28,0.010378646850585937,0.0012399814913262239,0.002628326416015625,0.0002783377773547148,100,0.001,"{'C': 100, 'gamma': 0.001}",0.7162162162162162,0.6891891891891891,0.6351351351351351,0.6891891891891891,0.5616438356164384,0.6582747130692336,0.05503016263603033,28
29,0.006398487091064453,8.543019104173018e-05,0.0023598670959472656,0.00018033253823004377,100,0.0001,"{'C': 100, 'gamma': 0.0001}",0.7297297297297297,0.7027027027027027,0.6351351351351351,0.6756756756756757,0.684931506849315,0.6856349500185116,0.03125882614703573,3
30,0.008690214157104493,0.000253273195590762,0.003285980224609375,0.00021323540334004432,1000,1,"{'C': 1000, 'gamma': 1}",0.6621621621621622,0.6621621621621622,0.6621621621621622,0.6486486486486487,0.6575342465753424,0.6585338763420955,0.005257572827801004,10
31,0.006717252731323242,0.00037182734285199655,0.002869701385498047,0.00013469831897587435,1000,0.1,"{'C': 1000, 'gamma': 0.1}",0.6621621621621622,0.6621621621621622,0.6621621621621622,0.6486486486486487,0.6575342465753424,0.6585338763420955,0.005257572827801004,10
32,0.0063018321990966795,0.00032833160527977764,0.0026943206787109373,0.0002007637561748083,1000,0.01,"{'C': 1000, 'gamma': 0.01}",0.581081081081081,0.5945945945945946,0.581081081081081,0.6216216216216216,0.5753424657534246,0.5907441688263606,0.01668655660592132,32
33,0.01829361915588379,0.0008554315353180529,0.002619028091430664,0.0002374559040738406,1000,0.001,"{'C': 1000, 'gamma': 0.001}",0.6216216216216216,0.6216216216216216,0.6486486486486487,0.6351351351351351,0.589041095890411,0.6232136245834876,0.019808551320925467,31
34,0.019758844375610353,0.0023279614427098383,0.0026899337768554687,0.000413469445547732,1000,0.0001,"{'C': 1000, 'gamma': 0.0001}",0.7567567567567568,0.7162162162162162,0.5675675675675675,0.6486486486486487,0.684931506849315,0.6748241392077008,0.0643700943049854,7
