,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_coef0,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,precision_score,recall_score
83,0.005082273483276367,0.00034617069314239664,0.0030124664306640627,0.0002419456610446244,0.5,9.0,0.001,"{'C': 0.5, 'coef0': 9.0, 'gamma': 0.001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,0.5,0.3333333333333333
84,0.005406570434570312,0.0005914924486770287,0.00312190055847168,0.00031386457708388325,0.5,9.0,0.0001,"{'C': 0.5, 'coef0': 9.0, 'gamma': 0.0001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,0.5,0.3333333333333333
85,0.0056759357452392575,0.0005795880159885121,0.003083038330078125,0.0004256637575970263,0.5,10.5,1,"{'C': 0.5, 'coef0': 10.5, 'gamma': 1}",0.15789473684210525,0.05263157894736842,0.0,0.0,0.0,0.042105263157894736,0.061378440998371586,91,0.5,0.3333333333333333
86,0.004745578765869141,0.0002580333072275814,0.00276947021484375,0.00017300326335263725,0.5,10.5,0.1,"{'C': 0.5, 'coef0': 10.5, 'gamma': 0.1}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,0.5,0.3333333333333333
87,0.005071020126342774,0.00029962952125503576,0.00286250114440918,0.00022687721572339892,0.5,10.5,0.01,"{'C': 0.5, 'coef0': 10.5, 'gamma': 0.01}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,0.5,0.3333333333333333
88,0.004887628555297852,0.00014632495447999336,0.002651500701904297,4.227004744869615e-05,0.5,10.5,0.001,"{'C': 0.5, 'coef0': 10.5, 'gamma': 0.001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,0.5,0.3333333333333333
89,0.005009508132934571,0.0003248287590428058,0.002927875518798828,0.0003511053572416721,0.5,10.5,0.0001,"{'C': 0.5, 'coef0': 10.5, 'gamma': 0.0001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,0.5,0.3333333333333333
90,0.005553388595581054,0.0008432140769509182,0.00317230224609375,0.0002196331102765584,0.5,12.0,1,"{'C': 0.5, 'coef0': 12.0, 'gamma': 1}",0.05263157894736842,0.0,0.0,0.0,0.0,0.010526315789473684,0.021052631578947364,97,0.5,0.3333333333333333
91,0.005901622772216797,0.0007174637315232689,0.003276824951171875,0.0004097682300357316,0.5,12.0,0.1,"{'C': 0.5, 'coef0': 12.0, 'gamma': 0.1}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,0.5,0.3333333333333333
92,0.0061816215515136715,0.001974223328056347,0.0031764984130859377,0.0006863611910872179,0.5,12.0,0.01,"{'C': 0.5, 'coef0': 12.0, 'gamma': 0.01}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,0.5,0.3333333333333333
93,0.0056182861328125,0.0015026200268202527,0.0029062747955322264,0.00034468712178788803,0.5,12.0,0.001,"{'C': 0.5, 'coef0': 12.0, 'gamma': 0.001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,0.5,0.3333333333333333
94,0.005447483062744141,0.001012659305265863,0.0029770851135253905,0.0005611805007924945,0.5,12.0,0.0001,"{'C': 0.5, 'coef0': 12.0, 'gamma': 0.0001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,0.5,0.3333333333333333
95,0.005400276184082032,0.0009350132591751327,0.0027236461639404295,0.00019063776644236691,0.5,13.5,1,"{'C': 0.5, 'coef0': 13.5, 'gamma': 1}",0.05263157894736842,0.0,0.0,0.0,0.0,0.010526315789473684,0.021052631578947364,97,0.5,0.3333333333333333
96,0.00459446907043457,0.0001943151848027259,0.0026624202728271484,0.0002586850153122168,0.5,13.5,0.1,"{'C': 0.5, 'coef0': 13.5, 'gamma': 0.1}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,0.5,0.3333333333333333
97,0.00476527214050293,0.00011691333397368627,0.002744770050048828,0.0002042598409920111,0.5,13.5,0.01,"{'C': 0.5, 'coef0': 13.5, 'gamma': 0.01}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,0.5,0.3333333333333333
98,0.004843997955322266,0.00035098782518701467,0.002648067474365234,7.912816317677249e-05,0.5,13.5,0.001,"{'C': 0.5, 'coef0': 13.5, 'gamma': 0.001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,0.5,0.3333333333333333
99,0.004684829711914062,0.00019836990871083206,0.002636098861694336,8.072877028779585e-05,0.5,13.5,0.0001,"{'C': 0.5, 'coef0': 13.5, 'gamma': 0.0001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,0.5,0.3333333333333333
100,0.004671621322631836,0.0002269043733990394,0.002791309356689453,0.0003649187947551932,1,0.0,1,"{'C': 1, 'coef0': 0.0, 'gamma': 1}",0.5263157894736842,0.3684210526315789,0.5263157894736842,0.42105263157894735,0.42105263157894735,0.4526315789473684,0.0631578947368421,24,0.5,0.3333333333333333
