,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_coef0,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.00431356430053711,0.00036301474118114813,0.0018835067749023438,0.00016010562945659314,0.1,0.0,1,sigmoid,"{'C': 0.1, 'coef0': 0.0, 'gamma': 1, 'kernel': 'sigmoid'}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.34375,0.34375,0.5313461538461539,0.1532745993654881,197
1,0.004126548767089844,0.0001257864428931061,0.0017871856689453125,8.186934357143843e-05,0.1,0.0,0.1,sigmoid,"{'C': 0.1, 'coef0': 0.0, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.34375,0.34375,0.5313461538461539,0.1532745993654881,197
2,0.004104089736938476,0.0001831662678113253,0.0018288135528564454,6.968149158426586e-05,0.1,0.0,0.01,sigmoid,"{'C': 0.1, 'coef0': 0.0, 'gamma': 0.01, 'kernel': 'sigmoid'}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.34375,0.34375,0.5313461538461539,0.1532745993654881,197
3,0.004925394058227539,0.00014122219743608076,0.002002429962158203,0.00012477338794543826,0.1,0.0,0.001,sigmoid,"{'C': 0.1, 'coef0': 0.0, 'gamma': 0.001, 'kernel': 'sigmoid'}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.34375,0.34375,0.5313461538461539,0.1532745993654881,197
4,0.006590747833251953,0.00029561106487955874,0.002360105514526367,0.00023018056246455816,0.1,0.0,0.0001,sigmoid,"{'C': 0.1, 'coef0': 0.0, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.34375,0.34375,0.5313461538461539,0.1532745993654881,197
5,0.004542875289916992,0.00025117179030496043,0.001897907257080078,0.00015428055753072067,0.1,1.5,1,sigmoid,"{'C': 0.1, 'coef0': 1.5, 'gamma': 1, 'kernel': 'sigmoid'}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.34375,0.34375,0.5313461538461539,0.1532745993654881,197
6,0.004321908950805664,0.00016777138484208045,0.0018349647521972655,7.99366831062819e-05,0.1,1.5,0.1,sigmoid,"{'C': 0.1, 'coef0': 1.5, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.34375,0.34375,0.5313461538461539,0.1532745993654881,197
7,0.004362869262695313,0.0002633988381818648,0.001856851577758789,7.919910648041952e-05,0.1,1.5,0.01,sigmoid,"{'C': 0.1, 'coef0': 1.5, 'gamma': 0.01, 'kernel': 'sigmoid'}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.34375,0.34375,0.5313461538461539,0.1532745993654881,197
8,0.0045299530029296875,0.00018056558328495673,0.0018408775329589843,8.785126470339981e-05,0.1,1.5,0.001,sigmoid,"{'C': 0.1, 'coef0': 1.5, 'gamma': 0.001, 'kernel': 'sigmoid'}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.34375,0.34375,0.5313461538461539,0.1532745993654881,197
9,0.006325531005859375,9.300236627641702e-05,0.002246999740600586,0.00017345718320962964,0.1,1.5,0.0001,sigmoid,"{'C': 0.1, 'coef0': 1.5, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.34375,0.34375,0.5313461538461539,0.1532745993654881,197
10,0.004196929931640625,0.00020214180560062956,0.001847553253173828,5.611127441234067e-05,0.1,3.0,1,sigmoid,"{'C': 0.1, 'coef0': 3.0, 'gamma': 1, 'kernel': 'sigmoid'}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.34375,0.34375,0.5313461538461539,0.1532745993654881,197
11,0.004146480560302734,0.00010295593368301322,0.0017776966094970703,0.0001078401153228334,0.1,3.0,0.1,sigmoid,"{'C': 0.1, 'coef0': 3.0, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.34375,0.34375,0.5313461538461539,0.1532745993654881,197
12,0.004056501388549805,0.00019522579790720023,0.0017867565155029296,0.0001246735774810437,0.1,3.0,0.01,sigmoid,"{'C': 0.1, 'coef0': 3.0, 'gamma': 0.01, 'kernel': 'sigmoid'}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.34375,0.34375,0.5313461538461539,0.1532745993654881,197
13,0.004212284088134765,0.00020313607692031642,0.001869535446166992,4.001842888807409e-05,0.1,3.0,0.001,sigmoid,"{'C': 0.1, 'coef0': 3.0, 'gamma': 0.001, 'kernel': 'sigmoid'}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.34375,0.34375,0.5313461538461539,0.1532745993654881,197
14,0.006452608108520508,9.961245788567188e-05,0.002317667007446289,9.356767436515631e-05,0.1,3.0,0.0001,sigmoid,"{'C': 0.1, 'coef0': 3.0, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.34375,0.34375,0.5313461538461539,0.1532745993654881,197
15,0.004204177856445312,0.00013846382259599975,0.001822519302368164,9.15084423770452e-05,0.1,4.5,1,sigmoid,"{'C': 0.1, 'coef0': 4.5, 'gamma': 1, 'kernel': 'sigmoid'}",0.6461538461538462,0.6615384615384615,0.6615384615384615,0.34375,0.34375,0.5313461538461539,0.1532745993654881,197
